mms_spc_num,date_from,date_to,spc_pos_x,spc_pos_y,spc_pos_z,b_msh_x,b_msh_y,b_msh_z,r_rc,method_used,b_imf_x,b_imf_y,b_imf_z,dipole,imf_clock_angle,p_dyn
3,2017-01-08 23:53:00,2017-01-09 00:03:00,6.8,-4.13,-1.86,40.720001220703125,-51.33000183105469,42.040000915527344,2.344,shear,4.019999980926514,-0.8799999952316284,-1.0299999713897705,-24.281,220.51,1.4,
3,2017-01-08 23:53:00,2017-01-09 00:03:00,6.8,-4.13,-1.86,40.720001220703125,-51.33000183105469,42.040000915527344,6.861,rx_en,4.019999980926514,-0.8799999952316284,-1.0299999713897705,-24.281,220.51,1.4,
3,2017-01-08 23:53:00,2017-01-09 00:03:00,6.8,-4.13,-1.86,40.720001220703125,-51.33000183105469,42.040000915527344,3.495,va_cs,4.019999980926514,-0.8799999952316284,-1.0299999713897705,-24.281,220.51,1.4,
3,2017-01-08 23:53:00,2017-01-09 00:03:00,6.8,-4.13,-1.86,40.720001220703125,-51.33000183105469,42.040000915527344,4.987,bisection,4.019999980926514,-0.8799999952316284,-1.0299999713897705,-24.281,220.51,1.4,
3,2017-01-08 23:54:00,2017-01-09 00:04:00,6.82,-4.13,-1.86,39.84000015258789,-50.310001373291016,42.72999954223633,2.82,shear,3.9200000762939453,-0.8100000023841858,-0.8199999928474426,-24.322,224.648,1.64,
3,2017-01-08 23:54:00,2017-01-09 00:04:00,6.82,-4.13,-1.86,39.84000015258789,-50.310001373291016,42.72999954223633,6.681,rx_en,3.9200000762939453,-0.8100000023841858,-0.8199999928474426,-24.322,224.648,1.64,
3,2017-01-08 23:54:00,2017-01-09 00:04:00,6.82,-4.13,-1.86,39.84000015258789,-50.310001373291016,42.72999954223633,6.119,va_cs,3.9200000762939453,-0.8100000023841858,-0.8199999928474426,-24.322,224.648,1.64,
3,2017-01-08 23:54:00,2017-01-09 00:04:00,6.82,-4.13,-1.86,39.84000015258789,-50.310001373291016,42.72999954223633,4.743,bisection,3.9200000762939453,-0.8100000023841858,-0.8199999928474426,-24.322,224.648,1.64,
3,2017-01-08 23:55:00,2017-01-09 00:05:00,6.84,-4.13,-1.85,39.130001068115234,-50.310001373291016,43.31999969482422,1.529,shear,3.890000104904175,-0.8100000023841858,-0.10000000149011612,-24.362,262.962,1.74,
3,2017-01-08 23:55:00,2017-01-09 00:05:00,6.84,-4.13,-1.85,39.130001068115234,-50.310001373291016,43.31999969482422,10.738,rx_en,3.890000104904175,-0.8100000023841858,-0.10000000149011612,-24.362,262.962,1.74,
3,2017-01-08 23:55:00,2017-01-09 00:05:00,6.84,-4.13,-1.85,39.130001068115234,-50.310001373291016,43.31999969482422,11.583,va_cs,3.890000104904175,-0.8100000023841858,-0.10000000149011612,-24.362,262.962,1.74,
3,2017-01-08 23:55:00,2017-01-09 00:05:00,6.84,-4.13,-1.85,39.130001068115234,-50.310001373291016,43.31999969482422,4.733,bisection,3.890000104904175,-0.8100000023841858,-0.10000000149011612,-24.362,262.962,1.74,
3,2017-01-08 23:56:00,2017-01-09 00:06:00,6.87,-4.13,-1.85,39.220001220703125,-50.310001373291016,44.02000045776367,1.529,shear,3.890000104904175,-0.8100000023841858,0.09000000357627869,-24.403,276.34,1.74,
3,2017-01-08 23:56:00,2017-01-09 00:06:00,6.87,-4.13,-1.85,39.220001220703125,-50.310001373291016,44.02000045776367,10.738,rx_en,3.890000104904175,-0.8100000023841858,0.09000000357627869,-24.403,276.34,1.74,
3,2017-01-08 23:56:00,2017-01-09 00:06:00,6.87,-4.13,-1.85,39.220001220703125,-50.310001373291016,44.02000045776367,12.277,va_cs,3.890000104904175,-0.8100000023841858,0.09000000357627869,-24.403,276.34,1.74,
3,2017-01-08 23:56:00,2017-01-09 00:06:00,6.87,-4.13,-1.85,39.220001220703125,-50.310001373291016,44.02000045776367,4.851,bisection,3.890000104904175,-0.8100000023841858,0.09000000357627869,-24.403,276.34,1.74,
3,2017-01-08 23:57:00,2017-01-09 00:07:00,6.89,-4.14,-1.85,39.25,-50.310001373291016,44.90999984741211,0.422,shear,3.809999942779541,-0.8600000143051147,0.12999999523162842,-24.443,278.596,1.84,
3,2017-01-08 23:57:00,2017-01-09 00:07:00,6.89,-4.14,-1.85,39.25,-50.310001373291016,44.90999984741211,10.208,rx_en,3.809999942779541,-0.8600000143051147,0.12999999523162842,-24.443,278.596,1.84,
3,2017-01-08 23:57:00,2017-01-09 00:07:00,6.89,-4.14,-1.85,39.25,-50.310001373291016,44.90999984741211,11.451,va_cs,3.809999942779541,-0.8600000143051147,0.12999999523162842,-24.443,278.596,1.84,
3,2017-01-08 23:57:00,2017-01-09 00:07:00,6.89,-4.14,-1.85,39.25,-50.310001373291016,44.90999984741211,4.975,bisection,3.809999942779541,-0.8600000143051147,0.12999999523162842,-24.443,278.596,1.84,
3,2017-01-08 23:58:00,2017-01-09 00:08:00,6.91,-4.14,-1.84,39.25,-50.310001373291016,44.52000045776367,0.421,shear,3.7899999618530273,-0.8600000143051147,0.14000000059604645,-24.484,279.246,1.84,
3,2017-01-08 23:58:00,2017-01-09 00:08:00,6.91,-4.14,-1.84,39.25,-50.310001373291016,44.52000045776367,10.217,rx_en,3.7899999618530273,-0.8600000143051147,0.14000000059604645,-24.484,279.246,1.84,
3,2017-01-08 23:58:00,2017-01-09 00:08:00,6.91,-4.14,-1.84,39.25,-50.310001373291016,44.52000045776367,11.459,va_cs,3.7899999618530273,-0.8600000143051147,0.14000000059604645,-24.484,279.246,1.84,
3,2017-01-08 23:58:00,2017-01-09 00:08:00,6.91,-4.14,-1.84,39.25,-50.310001373291016,44.52000045776367,4.966,bisection,3.7899999618530273,-0.8600000143051147,0.14000000059604645,-24.484,279.246,1.84,
3,2017-01-08 23:59:00,2017-01-09 00:09:00,6.93,-4.14,-1.84,39.25,-50.810001373291016,44.52000045776367,0.463,shear,3.809999942779541,-0.8100000023841858,0.14000000059604645,-24.524,279.806,1.9,
3,2017-01-08 23:59:00,2017-01-09 00:09:00,6.93,-4.14,-1.84,39.25,-50.810001373291016,44.52000045776367,10.813,rx_en,3.809999942779541,-0.8100000023841858,0.14000000059604645,-24.524,279.806,1.9,
3,2017-01-08 23:59:00,2017-01-09 00:09:00,6.93,-4.14,-1.84,39.25,-50.810001373291016,44.52000045776367,11.464,va_cs,3.809999942779541,-0.8100000023841858,0.14000000059604645,-24.524,279.806,1.9,
3,2017-01-08 23:59:00,2017-01-09 00:09:00,6.93,-4.14,-1.84,39.25,-50.810001373291016,44.52000045776367,4.841,bisection,3.809999942779541,-0.8100000023841858,0.14000000059604645,-24.524,279.806,1.9,
3,2017-01-09 00:00:00,2017-01-09 00:10:00,6.96,-4.14,-1.83,39.2400016784668,-50.93000030517578,44.709999084472656,1.459,shear,3.819999933242798,-0.7300000190734863,0.14000000059604645,-24.565,280.856,1.91,
3,2017-01-09 00:00:00,2017-01-09 00:10:00,6.96,-4.14,-1.83,39.2400016784668,-50.93000030517578,44.709999084472656,10.436,rx_en,3.819999933242798,-0.7300000190734863,0.14000000059604645,-24.565,280.856,1.91,
3,2017-01-09 00:00:00,2017-01-09 00:10:00,6.96,-4.14,-1.83,39.2400016784668,-50.93000030517578,44.709999084472656,11.471,va_cs,3.819999933242798,-0.7300000190734863,0.14000000059604645,-24.565,280.856,1.91,
3,2017-01-09 00:00:00,2017-01-09 00:10:00,6.96,-4.14,-1.83,39.2400016784668,-50.93000030517578,44.709999084472656,4.831,bisection,3.819999933242798,-0.7300000190734863,0.14000000059604645,-24.565,280.856,1.91,
3,2017-01-09 00:01:00,2017-01-09 00:11:00,6.98,-4.14,-1.83,39.29999923706055,-51.52000045776367,44.52000045776367,1.243,shear,3.880000114440918,-0.6899999976158142,0.14000000059604645,-24.605,281.47,1.86,
3,2017-01-09 00:01:00,2017-01-09 00:11:00,6.98,-4.14,-1.83,39.29999923706055,-51.52000045776367,44.52000045776367,10.098,rx_en,3.880000114440918,-0.6899999976158142,0.14000000059604645,-24.605,281.47,1.86,
3,2017-01-09 00:01:00,2017-01-09 00:11:00,6.98,-4.14,-1.83,39.29999923706055,-51.52000045776367,44.52000045776367,11.334,va_cs,3.880000114440918,-0.6899999976158142,0.14000000059604645,-24.605,281.47,1.86,
3,2017-01-09 00:01:00,2017-01-09 00:11:00,6.98,-4.14,-1.83,39.29999923706055,-51.52000045776367,44.52000045776367,4.831,bisection,3.880000114440918,-0.6899999976158142,0.14000000059604645,-24.605,281.47,1.86,
3,2017-01-09 00:02:00,2017-01-09 00:12:00,7.0,-4.14,-1.83,39.36000061035156,-51.91999816894531,44.52000045776367,0.2,shear,3.8399999141693115,-0.6200000047683716,0.14000000059604645,-24.646,282.724,1.86,
3,2017-01-09 00:02:00,2017-01-09 00:12:00,7.0,-4.14,-1.83,39.36000061035156,-51.91999816894531,44.52000045776367,10.098,rx_en,3.8399999141693115,-0.6200000047683716,0.14000000059604645,-24.646,282.724,1.86,
3,2017-01-09 00:02:00,2017-01-09 00:12:00,7.0,-4.14,-1.83,39.36000061035156,-51.91999816894531,44.52000045776367,11.334,va_cs,3.8399999141693115,-0.6200000047683716,0.14000000059604645,-24.646,282.724,1.86,
3,2017-01-09 00:02:00,2017-01-09 00:12:00,7.0,-4.14,-1.83,39.36000061035156,-51.91999816894531,44.52000045776367,4.831,bisection,3.8399999141693115,-0.6200000047683716,0.14000000059604645,-24.646,282.724,1.86,
3,2017-01-09 00:03:00,2017-01-09 00:13:00,7.02,-4.14,-1.82,39.5,-51.91999816894531,44.380001068115234,0.762,shear,3.8399999141693115,-0.5099999904632568,0.12999999523162842,-24.686,284.3,1.86,
3,2017-01-09 00:03:00,2017-01-09 00:13:00,7.02,-4.14,-1.82,39.5,-51.91999816894531,44.380001068115234,10.105,rx_en,3.8399999141693115,-0.5099999904632568,0.12999999523162842,-24.686,284.3,1.86,
3,2017-01-09 00:03:00,2017-01-09 00:13:00,7.02,-4.14,-1.82,39.5,-51.91999816894531,44.380001068115234,11.34,va_cs,3.8399999141693115,-0.5099999904632568,0.12999999523162842,-24.686,284.3,1.86,
3,2017-01-09 00:03:00,2017-01-09 00:13:00,7.02,-4.14,-1.82,39.5,-51.91999816894531,44.380001068115234,4.82,bisection,3.8399999141693115,-0.5099999904632568,0.12999999523162842,-24.686,284.3,1.86,
3,2017-01-09 00:04:00,2017-01-09 00:14:00,7.04,-4.14,-1.82,39.84000015258789,-51.869998931884766,44.130001068115234,0.762,shear,3.8399999141693115,-0.5099999904632568,0.10999999940395355,-24.726,282.171,1.84,
