Date, Probe, x_gsm, y_gsm, z_gsm, r_spc
2015-09-02 13:45:34.102000+00:00,3, 3.1580942801226835,9.543112675686826,-5.424341992000805,10.97699802254869
2015-09-02 15:25:04.180000+00:00,3, 2.3619767875097764,10.370619043537138,-5.230371703831049,11.614926926434435
2015-09-02 15:36:14.088000+00:00,3, 2.268635773531086,10.447224509681096,-5.182256384637024,11.661915845683016
2015-09-02 16:41:24.189000+00:00,3, 1.7002035401565505,10.82214275342121,-4.81683742557307,11.845703717374862
2015-09-02 16:48:44.145000+00:00,3, 1.6329838318024024,10.855873769555627,-4.7675062378199184,11.856606218820701
2015-09-02 17:07:04.109000+00:00,3, 1.4659414971953961,10.929741885312167,-4.641295180634724,11.874379084117631
2015-09-02 17:13:44.165000+00:00,3, 1.4068587724100607,10.952439321340965,-4.595648314373788,11.87753806632765
2015-09-02 17:50:04.143000+00:00,3, 1.071745148910006,11.046700214947816,-4.330913413177751,11.865344353678534
2015-09-02 17:50:44.194000+00:00,3, 1.0671188694328513,11.047586723865479,-4.327222300121321,11.864823018317468
2015-09-02 17:57:54.099000+00:00,3, 1.0022603831516417,11.058813276871826,-4.275461039503798,11.856513745322927
2015-09-03 13:16:14.100000+00:00,3, 3.491771816599392,9.250133345463887,-5.425239891936663,10.723721126266005
2015-09-03 13:47:54.175000+00:00,3, 3.2626141309728056,9.548661966573707,-5.461403006116646,11.000175823463513
2015-09-03 14:08:34.092000+00:00,3, 3.1032731960583937,9.737713041056551,-5.456743295578214,11.162396815370819
2015-09-03 14:13:54.196000+00:00,3, 3.064614552160484,9.781477542237786,-5.452343896509715,11.198453325129721
2015-09-03 14:19:44.151000+00:00,3, 3.0178728506986126,9.833335231948492,-5.445429941362583,11.240426550187836
2015-09-03 14:37:14.165000+00:00,3, 2.879430143604845,9.980307922031686,-5.4153055288954555,11.35482629501016
2015-09-03 14:56:24.080000+00:00,3, 2.7257427340807237,10.13219121952372,-5.366447449400941,11.465603217283226
2015-09-03 15:06:04.138000+00:00,3, 2.6435228568709017,10.20867799799544,-5.334308061753469,11.518330997346979
2015-09-03 15:12:14.193000+00:00,3, 2.5937694601092045,10.253363632671913,-5.3129884941142596,11.548130260885936
2015-09-03 15:18:54.099000+00:00,3, 2.5395234444106953,10.300715645070763,-5.288222250225952,11.578861661164728
2015-09-03 15:27:44.206000+00:00,3, 2.4638351069826467,10.364403100638935,-5.2511547046576315,11.6187554137602
2015-09-03 16:37:34.212000+00:00,3, 1.8546763275453424,10.775236525881857,-4.869058897596245,11.824274046932423
2015-09-03 16:46:14.119000+00:00,3, 1.778526893460862,10.813662885442783,-4.813548171259656,11.836619069524874
2015-09-03 17:05:24.184000+00:00,3, 1.606846174566002,10.889509012251597,-4.684401322050414,11.854325045059985
2015-09-03 17:14:44.142000+00:00,3, 1.520293416373917,10.922027393893389,-4.617629961360832,11.858043213490784
2015-09-03 17:23:54.199000+00:00,3, 1.4378866638469074,10.94939244144901,-4.553288552013161,11.858399195285797
2015-09-03 17:38:44.161000+00:00,3, 1.2997120124393344,10.987343494793214,-4.44422450738627,11.852124220772726
2015-09-03 17:49:54.220000+00:00,3, 1.197770314039635,11.008921833431149,-4.363216879194491,11.842044649024288
2015-09-03 18:10:14.186000+00:00,3, 1.0065400823977209,11.034549367929309,-4.211180559068067,11.810813750726151
2015-09-03 18:18:34.143000+00:00,3, 0.9268186899151343,11.039465856160419,-4.148133467668315,11.79308346680043
2015-09-03 23:11:03.927000+00:00,3, -1.8120480779428556,8.897567891548418,-2.6732313129420486,9.290472541114754
2015-09-04 11:36:24.158000+00:00,3, 4.2351075408561565,8.1912026691845,-4.99964273670634,9.596469593676403
2015-09-04 11:42:54.163000+00:00,3, 4.1997736586825365,8.264868535758474,-5.045960597647547,9.683479243865916
2015-09-04 12:09:34.083000+00:00,3, 4.044450096699528,8.561845695650247,-5.21427849957424,10.024664682035347
2015-09-04 12:16:34.089000+00:00,3, 4.002050599067243,8.636608895548147,-5.251520863079468,10.107892193232983
2015-09-04 12:36:54.055000+00:00,3, 3.8764085643758888,8.84548279650339,-5.343301707133445,10.334091108399067
2015-09-04 13:07:04.128000+00:00,3, 3.672871587778147,9.151065603900921,-5.441494702088064,10.646683346458229
2015-09-04 13:15:24.085000+00:00,3, 3.6172681823425914,9.228675378032143,-5.458934808853736,10.722332697711431
2015-09-04 13:25:44.193000+00:00,3, 3.5429730890367876,9.328922849878962,-5.47662905203325,10.81768308431008
2015-09-04 14:36:54.148000+00:00,3, 3.0053498442205564,9.954926706026319,-5.447031714294022,11.347718723112628
2015-09-04 15:07:34.222000+00:00,3, 2.7537647665072695,10.195493375823682,-5.3584616080029654,11.517864210907607
2015-09-04 15:46:04.103000+00:00,3, 2.4292992665110784,10.459955395737927,-5.193503132686345,11.678319299884288
2015-09-05 14:10:54.224000+00:00,3, 3.3304762557567322,9.715894191180658,-5.516417704023751,11.172710692552847
2015-09-05 14:55:54.111000+00:00,3, 2.974920110398755,10.079397880752019,-5.424859840125581,11.446543841855306
2015-09-05 15:27:14.086000+00:00,3, 2.713995300587446,10.305823950541741,-5.30793899640099,11.592420958931491
2015-09-05 15:47:04.202000+00:00,3, 2.5437330117586296,10.435617442591116,-5.213905076352311,11.66562975382488
2015-09-05 15:54:54.159000+00:00,3, 2.4790272388186,10.481228782305907,-5.175075043485355,11.68920692317245
2015-09-06 11:24:34.086000+00:00,3, 4.521465002891637,8.062614100962225,-4.996193233977883,9.485130097804737
2015-09-06 12:15:44.176000+00:00,3, 4.241051955152098,8.611862676452116,-5.319651971755612,10.122394768960177
2015-09-06 12:21:54.081000+00:00,3, 4.204898126054273,8.673470716010224,-5.348647399748917,10.190050209313386
2015-09-06 12:30:34.137000+00:00,3, 4.149517281919401,8.764787946046479,-5.388527355235155,10.288718812236985
2015-09-06 12:37:14.193000+00:00,3, 4.108683557203306,8.829935917452495,-5.414629872784483,10.357894813405267
2015-09-06 13:00:24.111000+00:00,3, 3.9588104794329495,9.055149792749775,-5.488819874531629,10.588809252422564
